acquired,anomalous_pixels,clear_confidence_percent,clear_percent,cloud_cover,cloud_percent,ground_control,gsd,heavy_haze_percent,instrument,item_type,light_haze_percent,pixel_resolution,provider,published,publishing_stage,quality_category,satellite_azimuth,satellite_id,shadow_percent,snow_ice_percent,strip_id,sun_azimuth,sun_elevation,updated,view_angle,visible_confidence_percent,visible_percent,id,date,hour_min_sec
2021-11-08T15:49:53.469546Z,0,100,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-11-09T09:36:48Z,finalized,standard,276.4,240a,0,0,5078228,162.2,34.0,2022-11-02T07:41:30Z,3.0,76,100,20211108_154953_46_240a,20211108,154953
2021-11-08T15:49:55.680458Z,0,100,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-11-09T09:36:48Z,finalized,standard,276.5,240a,0,0,5078228,162.1,34.1,2022-11-02T07:41:30Z,3.0,77,100,20211108_154955_68_240a,20211108,154955
2021-11-09T15:00:07.3079Z,0,100,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-10T03:03:34Z,finalized,standard,269.7,2423,0,0,5080644,149.4,29.8,2022-10-29T03:24:18Z,1.0,100,100,20211109_150007_30_2423,20211109,150007
2021-11-09T15:00:09.60786Z,0,100,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-10T03:03:34Z,finalized,standard,269.6,2423,0,0,5080644,149.4,29.9,2022-10-29T03:24:18Z,1.0,79,100,20211109_150009_60_2423,20211109,150009
2021-11-09T15:00:32.993692Z,0,100,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-10T02:59:35Z,finalized,standard,107.7,242b,0,0,5080627,149.6,29.9,2021-11-10T05:10:58Z,1.0,75,100,20211109_150032_99_242b,20211109,150032
2021-11-09T15:00:35.470011Z,0,100,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-10T02:59:35Z,finalized,standard,107.7,242b,0,0,5080627,149.5,30.0,2021-11-10T05:11:19Z,1.0,76,100,20211109_150035_47_242b,20211109,150035
2021-11-11T14:59:22.837778Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-12T01:18:25Z,finalized,standard,101.0,2429,0,0,5086777,150.0,29.4,2022-10-28T10:47:24Z,5.0,62,100,20211111_145922_83_2429,20211111,145922
2021-11-14T15:02:05.281488Z,0,93,98,0,0,True,4.1,0,PSB.SD,PSScene,1,3,planetscope,2021-11-15T00:52:03Z,finalized,standard,274.9,242d,0,0,5096088,150.4,28.9,2022-10-30T07:22:14Z,2.0,63,100,20211114_150205_28_242d,20211114,150205
2021-11-18T15:00:51.666149Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-19T02:59:04Z,finalized,standard,104.0,2427,0,0,5107605,150.6,27.7,2022-10-30T03:05:44Z,2.0,99,100,20211118_150051_66_2427,20211118,150051
2021-11-18T15:00:54.142467Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-19T05:29:01Z,finalized,standard,104.0,2427,0,0,5107605,150.5,27.8,2022-10-30T03:05:44Z,2.0,79,100,20211118_150054_14_2427,20211118,150054
2021-11-23T14:58:33.127098Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-24T00:53:38Z,finalized,standard,101.6,2428,0,0,5122978,150.5,26.5,2022-10-28T10:52:02Z,4.1,89,100,20211123_145833_12_2428,20211123,145833
2021-11-23T14:58:35.603978Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-24T00:53:38Z,finalized,standard,101.4,2428,0,0,5122978,150.5,26.6,2022-10-28T10:52:02Z,4.1,80,100,20211123_145835_60_2428,20211123,145835
2021-11-27T15:49:56.683573Z,0,99,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-11-28T01:19:16Z,finalized,standard,101.6,2402,0,0,5135640,163.1,29.5,2022-10-29T18:37:36Z,2.9,99,100,20211127_154956_68_2402,20211127,154956
2021-11-27T15:49:58.977813Z,0,86,92,0,0,True,4.0,0,PSB.SD,PSScene,8,3,planetscope,2021-11-28T01:19:16Z,finalized,standard,101.6,2402,0,0,5135640,163.1,29.7,2022-10-29T18:37:36Z,2.9,65,100,20211127_154958_97_2402,20211127,154958
2021-11-28T14:59:17.74206Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-28T22:39:16Z,finalized,standard,102.4,241f,0,0,5138434,150.7,25.5,2022-10-28T02:53:41Z,3.1,99,100,20211128_145917_74_241f,20211128,145917
2021-11-28T14:59:20.042538Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-28T22:39:16Z,finalized,standard,102.2,241f,0,0,5138434,150.7,25.6,2022-10-28T02:53:41Z,3.0,99,100,20211128_145920_04_241f,20211128,145920
2021-11-29T15:49:37.12097Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-11-30T03:10:55Z,finalized,standard,277.4,2254,0,0,5142217,162.3,29.2,2021-11-30T06:31:07Z,4.0,80,100,20211129_154937_12_2254,20211129,154937
2021-11-30T15:51:25.797761Z,0,99,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-01T03:29:14Z,finalized,standard,276.6,2426,0,0,5145260,162.7,28.9,2022-10-27T10:42:12Z,3.0,77,100,20211130_155125_79_2426,20211130,155125
2021-11-30T15:51:28.092001Z,0,99,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-01T03:29:14Z,finalized,standard,276.5,2426,0,0,5145260,162.7,29.1,2022-10-27T10:42:12Z,3.0,69,100,20211130_155128_09_2426,20211130,155128
2021-12-01T15:13:01.080318Z,0,99,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-02T00:45:50Z,finalized,standard,101.3,227e,0,0,5147982,153.9,26.3,2022-10-28T09:41:58Z,4.9,99,100,20211201_151301_08_227e,20211201,151301
2021-12-01T15:13:03.368838Z,0,99,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-02T00:45:50Z,finalized,standard,101.1,227e,0,0,5147982,153.9,26.4,2022-10-28T09:41:58Z,4.9,80,100,20211201_151303_36_227e,20211201,151303
2021-12-01T15:47:06.9692Z,0,99,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-02T05:04:57Z,finalized,standard,100.8,2414,0,0,5149128,162.6,28.8,2022-11-04T09:02:59Z,5.0,99,100,20211201_154706_96_2414,20211201,154706
2021-12-01T15:47:09.263959Z,0,100,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-02T05:04:57Z,finalized,standard,100.8,2414,0,0,5149128,162.5,28.9,2022-11-04T09:02:59Z,5.0,100,100,20211201_154709_26_2414,20211201,154709
2021-12-03T15:49:42.118833Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-12-04T05:41:09Z,finalized,standard,277.3,2307,0,0,5154935,162.0,28.2,2021-12-04T06:32:59Z,5.0,99,100,20211203_154942_11_2307,20211203,154942
2021-12-03T15:49:44.600191Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-12-04T05:41:09Z,finalized,standard,277.2,2307,0,0,5154935,161.9,28.3,2021-12-04T09:41:30Z,5.0,75,100,20211203_154944_60_2307,20211203,154944
2021-12-04T15:00:54.652405Z,0,85,93,0,0,True,4.1,0,PSB.SD,PSScene,7,3,planetscope,2021-12-04T23:08:30Z,finalized,test,269.9,2430,0,0,5157747,150.7,24.4,2021-12-05T04:49:36Z,1.1,58,100,20211204_150054_65_2430,20211204,150054
2021-12-07T15:50:03.376302Z,0,98,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-09T20:35:24Z,finalized,standard,275.1,2414,0,0,5168936,162.2,27.8,2021-12-10T04:24:34Z,2.0,74,100,20211207_155003_37_2414,20211207,155003
2021-12-13T15:48:28.676679Z,0,99,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-14T02:59:47Z,finalized,test,107.2,2406,0,0,5187310,161.7,27.3,2022-10-29T22:43:17Z,1.1,99,100,20211213_154828_67_2406,20211213,154828
2021-12-14T15:02:09.35123Z,0,99,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-12-15T00:46:11Z,finalized,standard,276.8,241f,0,0,5190149,150.0,23.1,2022-10-28T17:33:29Z,3.0,99,100,20211214_150209_35_241f,20211214,150209
2021-12-14T15:02:11.650669Z,0,98,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-12-15T00:46:11Z,finalized,standard,276.7,241f,0,0,5190149,149.9,23.2,2022-10-28T17:33:29Z,3.0,77,100,20211214_150211_65_241f,20211214,150211
2021-12-16T15:02:51.384879Z,0,98,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-16T21:05:17Z,finalized,standard,277.6,2448,0,0,5196408,149.7,22.9,2022-10-28T09:19:57Z,5.0,98,100,20211216_150251_38_2448,20211216,150251
2021-12-16T15:08:46.052727Z,0,98,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-12-17T01:48:29Z,finalized,standard,101.0,225a,0,0,5196810,152.1,24.1,2022-11-02T04:00:33Z,5.0,75,100,20211216_150846_05_225a,20211216,150846
2021-12-20T14:56:57.921749Z,0,98,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-21T19:03:06Z,finalized,standard,102.4,2423,0,0,5209859,149.0,22.5,2022-11-02T12:22:36Z,3.0,87,100,20211220_145657_92_2423,20211220,145657
2021-12-22T15:50:56.490057Z,0,98,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-23T02:56:44Z,finalized,standard,274.3,2413,0,0,5215939,160.8,26.7,2022-11-03T10:58:04Z,2.0,77,100,20211222_155056_49_2413,20211222,155056
2021-12-22T15:50:58.784297Z,0,97,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-23T02:56:45Z,finalized,standard,274.1,2413,0,0,5215939,160.8,26.8,2022-11-03T10:58:04Z,2.0,70,100,20211222_155058_78_2413,20211222,155058
2021-12-23T14:57:57.27529Z,0,98,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-24T02:35:47Z,finalized,standard,100.4,2431,0,0,5219281,149.0,22.6,2022-10-27T08:00:02Z,5.0,75,100,20211223_145757_27_2431,20211223,145757
2021-12-23T15:00:46.862205Z,0,98,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-12-24T01:33:16Z,finalized,standard,278.1,2453,0,0,5219247,149.0,22.4,2022-10-28T02:52:36Z,4.9,98,100,20211223_150046_86_2453,20211223,150046
2021-12-23T15:00:49.161644Z,0,98,100,0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-12-24T01:33:16Z,finalized,test,278.1,2453,0,0,5219247,149.0,22.5,2022-10-28T02:52:36Z,4.9,98,100,20211223_150049_16_2453,20211223,150049
2021-12-23T15:02:16.827879Z,0,98,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-24T01:41:19Z,finalized,standard,269.8,2439,0,0,5219161,149.3,22.5,2022-11-02T10:35:43Z,1.0,98,100,20211223_150216_82_2439,20211223,150216
2021-12-23T15:02:19.126799Z,0,96,100,0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-12-24T01:41:20Z,finalized,standard,270.2,2439,0,0,5219161,149.2,22.7,2022-11-02T10:35:43Z,1.0,75,100,20211223_150219_12_2439,20211223,150219
